MANDT;LIFNR     ;LAND1;NAME1                              ;NAME2                              ;NAME3                              ;NAME4                              ;ORT01                              ;ORT02                              ;PFACH     ;PSTL2     ;PSTLZ     ;REGIO;SORTL     ;STRAS                              ;ADRNR     ;MCOD1                    ;MCOD2                    ;MCOD3                    ;ANRED          ;BAHNS                    ;BBBNR  ;BBSNR;BEGRU;BRSCH ;BUBKZ;DATLT         ;DTAMS;DTAWS;ERDAT     ;ERNAM       ;ESRNR      ;KONZS     ;KTOKK ;KUNNR       ;LNRZA       ;LOEVM;SPERR;SPERM;SPRAS;STCD1           ;STCD2      ;STKZA;STKZU;TELBX          ;TELF1           ;TELF2           ;TELFX                          ;TELTX                         ;TELX1                         ;XCPDK;XZEMP;VBUND   ;FISKN       ;STCEG               ;STKZN;SPERQ;GBORT                    ;GBDAT     ;SEXKZ;KRAUS      ;REVDB     ;QSSYS ;KTOCK ;PFORT                              ;WERKS;LTSNA;WERKR;PLKAL;DUEFL
800;100100;US   ;Bob Wolfe                          ;                                   ;                                   ;                                   ;IVYLAND                            ;                                   ;          ;          ;18974;PA   ;WOLFE     ;28 Oak Lane                        ;17562;BOB WOLFE                ;                         ;IVYLAND                  ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;15.03.2002;PITTEN      ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;(616) 667-8766  ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100101;US   ;Mr David Roberts                   ;                                   ;                                   ;                                   ;DREXEL HILL                        ;DELAWARE                           ;          ;          ;19026;PA   ;ROBERTS   ;13 Wilde Ave                       ;17563;MR DAVID ROBERTS         ;                         ;DREXEL HILL              ;Mr.            ;                         ;0;0;     ;      ;0;              ;     ;     ;15.03.2002;PITTEN      ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;(215) 284-5525  ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100102;US   ;Ms Kelly King                      ;                                   ;                                   ;                                   ;STATEN ISLAND                      ;RICHMOND                           ;          ;          ;10301;NY   ;KING      ;135 Highview Avenue                ;17564;MS KELLY KING            ;                         ;STATEN ISLAND            ;Ms.            ;                         ;0;0;     ;      ;0;              ;     ;     ;15.03.2002;PITTEN      ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;(718) 940-2866  ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100103;US   ;Ms Samantha Tilman                 ;                                   ;                                   ;                                   ;STATEN ISLAND                      ;RICHMOND                           ;          ;          ;10301;NY   ;TILMAN    ;135 Highview Avenue                ;17565;MS SAMANTHA TILMAN       ;                         ;STATEN ISLAND            ;Ms.            ;                         ;0;0;     ;      ;0;              ;     ;     ;15.03.2002;PITTEN      ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;(718) 940-2866  ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100104;US   ;Mrs Ethel Palm-Ethel Ballman       ;                                   ;                                   ;                                   ;Kennesaw                           ;Cobb                               ;          ;          ;30152;GA   ;PALM      ;3798 Halisport Lane                ;17566;MRS ETHEL PALM-ETHEL BALL;                         ;KENNESAW                 ;Ms.            ;                         ;0;0;     ;      ;0;              ;     ;     ;15.03.2002;PITTEN      ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;(770) 423-0708  ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100105;US   ;Gregory Maddux                     ;                                   ;                                   ;                                   ;DULUTH                             ;Fulton                             ;          ;          ;30029;GA   ;MADDUX    ;100 Strikeout Blvd.                ;17567;GREGORY MADDUX           ;                         ;DULUTH                   ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;15.03.2002;PITTEN      ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;(404) 773-2212  ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100108;US   ;Jo Procter                         ;                                   ;                                   ;                                   ;                                   ;                                   ;          ;          ;7950;NJ   ;PROCTER   ;1235 Main Street                   ;36708;JO PROCTER               ;                         ;                         ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100109;US   ;Marcus Weiss                       ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19121;PA   ;WEISS     ;2413 Southbridge Lane              ;36709;MARCUS WEISS             ;                         ;PHILADELPHIA             ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100110;US   ;Steve Waters                       ;                                   ;                                   ;                                   ;Wayne                              ;                                   ;          ;          ;19087;PA   ;WATERS    ;810 Mockingbird                    ;36710;STEVE WATERS             ;                         ;WAYNE                    ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100111;US   ;Katherine Durand                   ;                                   ;                                   ;                                   ;NEW YORK                           ;NEW YORK                           ;          ;          ;10221;NY   ;DURAND    ;1445 Canal Street                  ;36711;KATHERINE DURAND         ;                         ;NEW YORK                 ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100112;US   ;Susan Menson                       ;                                   ;                                   ;                                   ;WAYNE                              ;DELAWARE                           ;          ;          ;19087;PA   ;MENSON    ;515 Willow Tree Lane               ;36712;SUSAN MENSON             ;                         ;WAYNE                    ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100113;US   ;James Abbott                       ;                                   ;                                   ;                                   ;WILMINGTON                         ;NEW CASTLE                         ;          ;          ;19809;DE   ;ABBOTT    ;6301 Marsh Road                    ;36713;JAMES ABBOTT             ;                         ;WILMINGTON               ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100114;US   ;Jake West                          ;                                   ;                                   ;                                   ;ATLANTA                            ;FULTON                             ;          ;          ;30342;GA   ;WEST      ;1313 Peachtree Boulevard           ;36714;JAKE WEST                ;                         ;ATLANTA                  ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100115;US   ;Michael Waldmann                   ;                                   ;                                   ;                                   ;NEW YORK                           ;NEW YORK                           ;          ;          ;10221;NY   ;WALDMANN  ;34889 Fifth Avenue                 ;36715;MICHAEL WALDMANN         ;                         ;NEW YORK                 ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100116;US   ;Mark Williams                      ;                                   ;                                   ;                                   ;NEW YORK                           ;NEW YORK                           ;          ;          ;10021;NY   ;WILLIAMS  ;84738 Flatbush Ave                 ;36716;MARK WILLIAMS            ;                         ;NEW YORK                 ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100117;US   ;Carol Higgins                      ;                                   ;                                   ;                                   ;BELLEAIR                           ;PINELLAS                           ;          ;          ;33756;FL   ;HIGGINS   ;815 Osceola Road                   ;36717;CAROL HIGGINS            ;                         ;BELLEAIR                 ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100118;US   ;John McCormick                     ;                                   ;                                   ;                                   ;Saint Louis                        ;                                   ;          ;          ;63101;MO   ;MCCORMICK ;630 Presswick Lane                 ;36718;JOHN MCCORMICK           ;                         ;SAINT LOUIS              ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100119;US   ;Maggie Hurley                      ;                                   ;                                   ;                                   ;Dallas                             ;                                   ;          ;          ;75201;TX   ;HURLEY    ;1615 Schultz Way                   ;36719;MAGGIE HURLEY            ;                         ;DALLAS                   ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100120;US   ;Marvin Smith                       ;                                   ;                                   ;                                   ;Dallas                             ;                                   ;          ;          ;75201;TX   ;SMITH     ;100 Mockingbird                    ;36720;MARVIN SMITH             ;                         ;DALLAS                   ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100121;US   ;Bill Grace                         ;                                   ;                                   ;                                   ;                                   ;                                   ;          ;          ;76092;TX   ;GRACE     ;7647 Newton Place                  ;36721;BILL GRACE               ;                         ;                         ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100122;US   ;Mike Sanders                       ;                                   ;                                   ;                                   ;Dallas                             ;                                   ;          ;          ;75203;TX   ;SANDERS   ;7862 East King Street              ;36722;MIKE SANDERS             ;                         ;DALLAS                   ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100123;US   ;Darryl Gibbons                     ;                                   ;                                   ;                                   ;Dallas                             ;                                   ;          ;          ;75203;TX   ;GIBBONS   ;123 Beltway                        ;36723;DARRYL GIBBONS           ;                         ;DALLAS                   ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100124;US   ;John Throw                         ;                                   ;                                   ;                                   ;Dallas                             ;                                   ;          ;          ;75203;TX   ;THROW     ;4357 Hanover Park Place            ;36724;JOHN THROW               ;                         ;DALLAS                   ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100125;US   ;Rick McDowell                      ;                                   ;                                   ;                                   ;Saint Louis                        ;                                   ;          ;          ;63113;MO   ;MCDOWELL  ;4427 Rolling Dr                    ;36725;RICK MCDOWELL            ;                         ;SAINT LOUIS              ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100126;US   ;Barb Brunner                       ;                                   ;                                   ;                                   ;CHICAGO                            ;COOK                               ;          ;          ;60613;IL   ;BRUNNER   ;713 North Ave                      ;36726;BARB BRUNNER             ;                         ;CHICAGO                  ;               ;                         ;0;0;     ;      ;0;              ;     ;     ;06.08.2002;SHEARMAN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100128;DE   ;Global Business Properties         ;                                   ;                                   ;                                   ;Berlin                             ;                                   ;          ;          ;10011;     ;GLOBAL BUS;Potsdamer Platz 11                 ;37177;GLOBAL BUSINESS PROPERTIE;                         ;BERLIN                   ;Company        ;                         ;0;0;     ;      ;0;              ;     ;     ;16.09.2002;FIEDLER-PHEL;           ;          ;KRED  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100133;US   ;Mark Freeman                       ;                                   ;                                   ;                                   ;ANTIOCH                            ;LAKE                               ;          ;          ;60002;IL   ;FREEMANM  ;66 Douglas Street                  ;38363;MARK FREEMAN             ;                         ;ANTIOCH                  ;Mr.            ;                         ;0;0;     ;      ;0;              ;     ;     ;30.10.2002;OLBERT      ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100134;US   ;Peter Johnson                      ;                                   ;                                   ;                                   ;DENVER                             ;DENVER                             ;          ;          ;80216;CO   ;JOHNSONP  ;2342 Fremont Drive                 ;38364;PETER JOHNSON            ;                         ;DENVER                   ;Mr.            ;                         ;0;0;     ;      ;0;              ;     ;     ;30.10.2002;OLBERT      ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100135;US   ;Linda Addison                      ;                                   ;                                   ;                                   ;DENVER                             ;DENVER                             ;          ;          ;80216;CO   ;ADDISONL  ;56 Richmond Avenue                 ;38365;LINDA ADDISON            ;                         ;DENVER                   ;Ms.            ;                         ;0;0;     ;      ;0;              ;     ;     ;30.10.2002;OLBERT      ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100136;US   ;Susan Affleck                      ;                                   ;                                   ;                                   ;DENVER                             ;DENVER                             ;          ;          ;80216;CO   ;AFFLECKS  ;125 Fifth Avenue                   ;38366;SUSAN AFFLECK            ;                         ;DENVER                   ;Ms.            ;                         ;0;0;     ;      ;0;              ;     ;     ;30.10.2002;OLBERT      ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100137;US   ;Ben Devine                         ;                                   ;                                   ;                                   ;DENVER                             ;DENVER                             ;          ;          ;80216;CO   ;DEVINEB   ;5 Old West Road                    ;38367;BEN DEVINE               ;                         ;DENVER                   ;Mr.            ;                         ;0;0;     ;      ;0;              ;     ;     ;30.10.2002;OLBERT      ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100138;US   ;Judy Diaz                          ;                                   ;                                   ;                                   ;DENVER                             ;DENVER                             ;          ;          ;80216;CO   ;DIAZJ     ;10 Millers Close                   ;38368;JUDY DIAZ                ;                         ;DENVER                   ;Ms.            ;                         ;0;0;     ;      ;0;              ;     ;     ;30.10.2002;OLBERT      ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100143;US   ;Adam Richardson                    ;                                   ;                                   ;                                   ;IRVING                             ;DALLAS                             ;          ;          ;75038;TX   ;YCRM01    ;1151 West Walnut Hill              ;39116;ADAM RICHARDSON          ;                         ;IRVING                   ;Mr.            ;                         ;0;0;     ;      ;0;              ;     ;     ;27.11.2002;OLBERT      ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100148;US   ;Perry Johnson                      ;                                   ;                                   ;                                   ;PHILADELPHIA                       ;PHILADELPHIA                       ;          ;          ;19112;PA   ;JOHNSONPER;11 Southstreet                     ;42861;PERRY JOHNSON            ;                         ;PHILADELPHIA             ;Herr           ;                         ;0;0;     ;      ;0;              ;     ;     ;07.05.2003;OLBERT      ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100149;US   ;Jordan Miller                      ;                                   ;                                   ;                                   ;DENVER                             ;DENVER                             ;          ;          ;80264;CO   ;YCRM01/IDE;424 Colorado Street                ;42862;JORDAN MILLER            ;                         ;DENVER                   ;Herr           ;                         ;0;0;     ;      ;0;              ;     ;     ;07.05.2003;OLBERT      ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100153;US   ;Plastic Cap Inc                    ;                                   ;                                   ;                                   ;CHICAGO                            ;COOK                               ;          ;          ;60630;     ;SCM       ;1110 Western Ave                   ;43158;PLASTIC CAP INC          ;                         ;CHICAGO                  ;Company        ;                         ;0;0;     ;      ;0;              ;     ;     ;22.05.2003;WELCH       ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100154;US   ;Caps Inc                           ;                                   ;                                   ;                                   ;SAINT LOUIS                        ;SAINT LOUIS (IND CIT               ;          ;          ;63110;MO   ;SCM       ;501 S. Washington Ave              ;43159;CAPS INC                 ;                         ;SAINT LOUIS              ;Company        ;                         ;0;0;     ;      ;0;              ;     ;     ;22.05.2003;WELCH       ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100155;US   ;Packaging International            ;                                   ;                                   ;                                   ;AURORA                             ;DU PAGE                            ;          ;          ;60504;IL   ;SCM       ;711 S. Madison St.                 ;43160;PACKAGING INTERNATIONAL  ;                         ;AURORA                   ;Company        ;                         ;0;0;     ;      ;0;              ;     ;     ;22.05.2003;WELCH       ;           ;          ;KRED  ;            ;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100158;US   ;Larry Landlord                     ;                                   ;                                   ;                                   ;NEW YORK                           ;NEW YORK                           ;          ;          ;10015;     ;LANDLORD  ;12 5th Avenue                      ;43913;LARRY LANDLORD           ;                         ;NEW YORK                 ;Herr           ;                         ;0;0;     ;      ;0;              ;     ;     ;31.07.2003;KRAFT       ;           ;          ;KRED  ;            ;            ;     ;     ;     ;     ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;X    ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100159;US   ;Larry Landlord                     ;                                   ;                                   ;                                   ;NEW YORK                           ;NEW YORK                           ;          ;          ;10015;     ;LANDLORD  ;2 5th Avenue                       ;43917;LARRY LANDLORD           ;                         ;NEW YORK                 ;Herr           ;                         ;0;0;     ;      ;0;              ;     ;     ;31.07.2003;KRAFT       ;           ;          ;KRED  ;            ;            ;     ;     ;     ;     ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100160;US   ;Larry Landlord                     ;                                   ;                                   ;                                   ;NEW YORK                           ;NEW YORK                           ;          ;          ;10015;     ;LANDLORD  ;12 5th Avenue                      ;43921;LARRY LANDLORD           ;                         ;NEW YORK                 ;Herr           ;                         ;0;0;     ;      ;0;              ;     ;     ;31.07.2003;KRAFT       ;           ;          ;KRED  ;            ;            ;     ;     ;     ;     ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;X    ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100161;US   ;Johnson Jenny                      ;                                   ;                                   ;                                   ;NEW YORK                           ;NEW YORK                           ;          ;          ;10015;     ;TENANT 2ND;12 8th Street                      ;43925;JOHNSON JENNY            ;                         ;NEW YORK                 ;Frau           ;                         ;0;0;     ;      ;0;              ;     ;     ;31.07.2003;KRAFT       ;           ;          ;KRED  ;100085;            ;     ;     ;     ;E    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;X    ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100163;ES   ;Pedro Lopez                        ;                                   ;                                   ;                                   ;Madrid                             ;                                   ;          ;          ;28704;28;YTEL05    ;Picasso 4                          ;45349;PEDRO LOPEZ              ;                         ;MADRID                   ;Mr.            ;                         ;0;0;     ;      ;0;              ;     ;     ;19.02.2004;GENTNERB    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;     ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100168;US   ;Willy Davidson                     ;                                   ;                                   ;                                   ;DENVER                             ;DENVER                             ;          ;          ;80216;CO   ;YCRM01    ;5 Old West Road                    ;45448;WILLY DAVIDSON           ;                         ;DENVER                   ;Mr.            ;                         ;0;0;     ;      ;0;              ;     ;     ;27.02.2004;FORTMANN    ;           ;          ;KRED  ;            ;            ;     ;     ;     ;     ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
800;100173;US   ;Washington Realty Corporation      ;                                   ;                                   ;                                   ;DAPHNE                             ;BALDWIN                            ;          ;          ;          ;     ;REALTY COR;4500 Roger Drive                   ;46054;WASHINGTON REALTY CORPORA;                         ;DAPHNE                   ;Firma          ;                         ;0;0;     ;      ;0;              ;     ;     ;19.03.2004;KRAFT       ;           ;          ;KRED  ;            ;            ;     ;     ;     ;     ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;     ;     ;     ;X    
